#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
war_elephants;War Beasts;;;;;;;;;;;;x
war_elephants_offensive;War Beasts Offensive;;;;;;;;;;;;x
war_elephants_defensive;War Beasts Defensive;;;;;;;;;;;;x
war_elephants_morale;War Beasts Morale;;;;;;;;;;;;x
EVTDESC_RIP_11024;You awake rejuvenated. After some moments of disbelief you realize that your cough has passed and your appetite has returned. You have survived the Weevil Cough.;Vous vous réveillez plus jeune. Après des moments d'incrédulité, vous réalisez que votre fièvre a cessé et que vous avez retrouvé votre appétit. Vous avez survécu à la consomption.;Ihr erwacht ausgeruht. Nach einem Augenblick der Ungläubigkeit wird Euch klar, dass Euer Fieber abgeklungen und Euer Appetit zurückgekehrt ist. Ihr habt die Schwindsucht überlebt.;;Despiertas rejuvenecido. Tras unos momentos de incredulidad te das cuenta que la fiebre ha pasado y has recuperado el apetito. Has sobrevivido a la Tisis.;;;;;;;;;x
EVTDESC_RIP_11025;Your delirium has lifted and your temperature is back to normal. You have beaten the Ochre Pox.;Vous ne délirez plus et votre température est de retour à la normale. Vous avez pris le dessus sur la fièvre lente.;Der Fieberwahn ist verflogen und Eure Körpertemperatur ist wieder im normalen Bereich. Ihr habt das schleichende Fieber überstanden.;;Tus delirios han pasado y la temperatura ha vuelto a la normalidad. Has vencido a la Fiebre tifoidea.;;;;;;;;;x
EVTDESC_RIP_11026;A vigor has returned to you as the aches from your recent disease leaves your body. You have survived the Red Pox.;Vous avez retrouvé votre vigueur depuis que les douleurs de votre récente maladie ont cessé. Vous avez survécu à la fièvre des campements.;Die Schmerzen Eurer Krankheit haben Euren Körper verlassen und Ihr fühlt Euch wieder kräftiger. Ihr habt das Lagerfieber besiegt.;;Has recuperado el vigor de los dolores ahora que los dolores que de tu reciente enfermedad abandona tu cuerpo. Has sobrevivido al Tifus.;;;;;;;;;x
EVTDESC_RIP_11029;The many shrivelled patches on your body have faded, almost all of them gone now. So much for the Ghoulpox.;Les nombreuses cloques sur votre corps se sont progressivement estompées et ont presque toutes disparu à présent. C'en est fini de la petite vérole.;Die zahllosen Bläschen an Eurem Körper sind zurückgegangen und nahezu vollständig verschwunden. Die Blattern sind Geschichte.;;Las ampollas de tu cuerpo se han esfumado, la mayoría de ellas se han ido. La Viruela no era para tanto.;;;;;;;;;x
EVTDESC_RIP_11030;The many blisters on your... body have faded, almost all of them gone now. So much for the Kruts.;Les nombreuses cloques sur votre corps se sont estompées, presque toutes ont disparu à présent. C'en est fini de la syphilis.;Die zahllosen Bläschen an Eurem ... Körper sind zurückgegangen und nahezu vollständig verschwunden. Die Syphilis ist Geschichte.;;Las ampollas de tu... cuerpo se han esfumado, la mayoría de ellas se han ido. La Sífilis no era para tanto.;;;;;;;;;x
####Reaper's Due Physicians Stuff;;;;;;;;;;;;;x
EVTDESC_RIP_11053_VILLAGE_DRUNKARD;Your scouts inform you of a most skilled physician residing in a nearby village. Even though [recruited_physician_target.GetSheHe] lacks any formal schooling and supposedly is a raging alcoholic, the villagers swear that [recruited_physician_target.GetSheHe] has been able to cure any ailment afflicting them. This '[recruited_physician_target.GetFullName]' could easily be persuaded to come take up residence in your court.;Vos éclaireurs vous informent qu'un physicien très compétent réside dans un village voisin. Bien qu'[recruited_physician_target.GetSheHe] soit dépourvu[recruited_physician_target.GetNoneE] de toute éducation formelle, qu'[recruited_physician_target.GetSheHe] serait alcoolique et qu'[recruited_physician_target.GetSheHe] ferait preuve de violence, les villageois jurent qu'[recruited_physician_target.GetSheHe] a été en mesure de guérir toutes les maladies les affligeant. [recruited_physician_target.GetMaleFemaleCap] « [recruited_physician_target.GetFullName] » pourrait facilement être persuadé[recruited_physician_target.GetNoneE] de venir s'installer à votre Cour.;Eure Kundschafter berichten über einen äußerst talentierten Hofarzt in einem nahen Dorf. Obwohl [recruited_physician_target.GetSheHe] zwar keine formelle Ausbildung genossen hat und häufig zu tief ins Glas schauen soll, schwören die Dorfbewohner, dass recruited_physician_target.GetSheHe] bisher noch jedes Gebrechen heilen konnte. Es sollte ein Leichtes sein, [recruited_physician_target.GetFullName] davon zu überzeugen, sich am Hof einzurichten.;;Tus exploradores te informan de un médico muy diestro que reside en un pueblo cercano. Aunque [recruited_physician_target.GetSheHe] carece de educación formal y al parecer es un/a tremendo/a alcohólico/a, los habitantes del pueblo juran que [recruited_physician_target.GetSheHe] fue capaz de curar todas las dolencias que les afectaban. Se podría persuadir fácilmente a tal '[recruited_physician_target.GetFullName]' a establecerse en tu corte.;;;;;;;;;x
EVTOPTB_RIP_11053;I'm willing to take the risk.;Je prends le risque.;Ich werde das Risiko eingehen.;;Estoy dispuesto a correr el riesgo.;;;;;;;;;x
EVTDESC_RIP_11053_SHIPS_PHYSICIAN;Reports reach you about a ship that just docked in [physician_port_target.GetName]. The ship is called 'Storm of [recruited_physician_target.Religion.GetRandomGodNameCap]' and on board resides the renowned physician [recruited_physician_target.GetFirstNameWithNick], who is currently in the employ of the ship's captain. If you were to offer a large sum of gold to the greedy physician, [recruited_physician_target.GetSheHe] would surely be willing to take up residence in your court instead!;Des rapports font état d'un navire arrimé à [physician_port_target.GetName] qui est appelé « La tempête envoyée par [recruited_physician_target.Religion.GetRandomGodName] » et à bord se trouve le physicien réputé [recruited_physician_target.GetFirstNameWithNick], qui est actuellement au service du capitaine du bateau. Si vous offriez une grande quantité d'or à l'avide physicien, [recruited_physician_target.GetSheHe] accepterait certainement de s'installer à votre Cour !;Ihr erhaltet Berichte über ein Schiff, das gerade in [physician_port_target.GetName] eingetroffen ist. An Bord des Schiffs mit dem Namen [recruited_physician_target.Religion.GetRandomGodNameCap]-Sturm arbeitet [recruited_physician_target.GetFirstNameWithNick] als Schiffsarzt im Dienste des Kapitäns. Wenn Ihr eine ordentliche Summe Gold investiert, würde [recruited_physician_target.GetSheHe] sicher gierig zugreifen und sich stattdessen an Eurem Hof niederlassen!;;Te informan de que un barco acaba de atracar en [physician_port_target.GetName]. La nave se llama 'Tormenta de [recruited_physician_target.Religion.GetRandomGodNameCap]' y a bordo reside el/la famoso/a médico, [recruited_physician_target.GetFirstNameWithNick], que ahora mismo está al servicio del capitán del barco. ¡Si ofreces una gran cantidad de oro al/a la codicioso/a médico, [recruited_physician_target.GetSheHe] seguramente aceptará con placer establecerse en tu corte!;;;;;;;;;x
EVTOPTC_RIP_11053;I'd pay any price for good health.;Je paierai n'importe quel prix pour une bonne santé.;Für meine Gesundheit ist mir kein Preis zu hoch.;;Pagaré lo que sea por una buena salud.;;;;;;;;;x
EVTDESC_RIP_11053_WISE_DWARF;Your rangers report that a brilliant physician is supposedly residing deep in the forests of [physician_forest_target.GetName]. The physician, a strange-looking fellow named [recruited_physician_target.GetFirstName], only ever leaves the forest in order to heal the sick children of nearby villages. With the right amount of coercion and praise [recruited_physician_target.GetSheHe] would reluctantly agree to take up residence at your court.;Vos gardes forestiers rapportent qu'un brillant physicien résiderait dans une forêt de [physician_forest_target.GetName]. Le physicien, un nain nommé [recruited_physician_target.GetFirstName], ne quitte jamais la forêt afin de guérir les enfants malades des villages voisins. Avec le bon dosage de coercition et de louange, [recruited_physician_target.GetSheHe] accepterait à contrecœur de s'installer à votre Cour.;Eure Kundschafter berichten, dass ein brillanter Arzt tief in den Wäldern von [physician_forest_target.GetName] hausen soll. Dieser Zwerg namens [recruited_physician_target.GetFirstName] verlässt den Wald nur, um die kranken Kinder in den umliegenden Dörfern zu behandeln. Mit genügend Überredungskunst und überschwänglichem Lob würde [recruited_physician_target.GetSheHe] sich vielleicht widerstrebend bereit erklären, an Eurem Hof zu dienen.;;Tus exploradores te informan que al parecer un/a médico brillante reside en lo profundo de los bosques de [physician_forest_target.GetName]. El/La médico, un/a enano/a llamado/a [recruited_physician_target.GetFirstName], solo sale del bosque para curar a los niños enfermos de las aldeas cercanas. Con una adecuada cantidad de coerción y halagos, [recruited_physician_target.GetSheHe] aceptaría a regañadientes establecerse en tu corte.;;;;;;;;;x
EVTOPTD_RIP_11053;A strange [recruited_physician_target.GetManWoman], but very skilled! Bring [recruited_physician_target.GetHerHim] to my court.;Un[recruited_physician_target.GetNoneE] [recruited_physician_target.GetManWoman] de petite taille et étrange, mais qui a les compétences requises ! Amenez-[recruited_physician_target.GetHerHim] à ma Cour.;Welch kuriose kleine Person mit großen Talenten! Bringt sie an meinen Hof!;;¡Un/a [recruited_physician_target.GetManWoman] algo peculiar, pero con mucho talento! Traed[recruited_physician_target.GetHerHim] a mi corte.;;;;;;;;;x
EVTDESC_RIP_11053_JEWISH_EXILE;Shortly after you spread the word of you seeking the employ of a court physician a Strigany appeared at your court. The gypsy introduced [recruited_physician_target.GetHerselfHimself] as [recruited_physician_target.GetFullName] and explained that [recruited_physician_target.GetSheHe]'d served as physician to both [recruited_physician_target.GetHerHis] Strigany camp and many rulers before, and as such offers [recruited_physician_target.GetHerHis] services to you in return for fair pay.;Peu de temps après que vous ayez annoncé être à la recherche d'un physicien pour votre Cour, une personne de confession juive en exil s'est présentée comme étant [recruited_physician_target.GetFullName]. [recruited_physician_target.GetSheHeCap] a expliqué avoir servi comme physicien auprès de nombreux souverains auparavant, et en tant que tel, vous propose ses services en échange d'un juste salaire.;Kurz nachdem Ihr verlauten habt lassen, dass Ihr einen Hofarzt sucht, erscheint [recruited_physician_target.GetFullName] an Eurem Hof. [recruited_physician_target.GetSheHeCap] ist jüdischen Glaubens und erklärt, in der Position des Hofarztes schon vielen Herrschern gedient zu haben. Gegen ein angemessenes Entgelt möchte [recruited_physician_target.GetSheHe] gerne in Eure Dienste treten.;;Al poco de hacer saber que buscas contratar un médico para la corte, un/a exiliado/a judío/a aparece en tu corte. Este/a se presenta a [recruited_physician_target.GetHerselfHimself] como [recruited_physician_target.GetFullName] y explica que [recruited_physician_target.GetSheHe] ha trabajado con anterioridad como médico de muchos gobernantes y como tal ofrece [recruited_physician_target.GetHerHis] servicio a cambio de una paga justa.;;;;;;;;;x
EVTOPTE_RIP_11053;I accept your generous offer!;J'accepte votre généreuse offre !;Ich nehme Euer großzügiges Angebot an!;;¡Acepto tu generosa oferta!;;;;;;;;;x
EVTDESC_RIP_11053_CONDEMNED_SORCERER;Your [Root.GetSpymasterName], [Root.job_spymaster.GetTitledFirstName], reports that a heretical sorcerer has been caught and jailed in the city of [sorcerer_city_target.GetName]. This 'sorcerer' has apparently healed various ailments afflicting the other prisoners. Although [recruited_physician_target.GetSheHe] is scheduled for execution at noon, you could pardon [recruited_physician_target.GetHerHim] and bring [recruited_physician_target.GetHerHim] into your employ.;Votre [Root.GetSpymasterName], [Root.job_spymaster.GetTitledFirstName], rapporte qu'un sorcier hérétique se trouve derrière des barreaux à la cité de [sorcerer_city_target.GetName]. Ce « sorcier » a apparemment soigné des affections touchant les autres prisonniers. Bien que son exécution soit prévue à midi, vous pourriez [recruited_physician_target.GetHerHim] gracier pour qu'[recruited_physician_target.GetSheHe] travaille pour vous.;[Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName] berichtet über einen ketzerischen Hexer, der in [sorcerer_city_target.GetName] gefasst und eingekerkert wurde. Dieser sogenannte Zauberer konnte angeblich die Gebrechen mehrerer Mithäftlinge heilen. Obwohl er zur Mittagsstunde hingerichtet werden soll, könntet Ihr seine Begnadigung erwirken und ihn an Euren Hof holen.;;Tu [Root.GetSpymasterName], [Root.job_spymaster.GetTitledFirstName] informa que un/a hechicero/a hereje ha sido capturado y encerrado en la ciudad de [sorcerer_city_target.GetName]. Al parecer, este/a 'hechicero/a' ha curado las dolencias que afligían a los otros presos/as. Aunque [recruited_physician_target.GetSheHe] será ejecutado/a al mediodía, podrías perdonar[recruited_physician_target.GetHerHim] y poner[recruited_physician_target.GetHerHim] a tu servicio.;;;;;;;;;x
EVTOPTF_RIP_11053;Most unorthodox... but I do need a physician!;Peu orthodoxe, mais j'ai besoin d'un physicien !;Höchst unorthodox ... aber ich brauche einen Arzt!;;Muy poco ortodoxo... ¡pero necesito un médico!;;;;;;;;;x
EVTDESC_RIP_11053_CYNICAL_CLERGYMAN;A while after you spread the word that you are seeking the employ of a court physician one of the [Root.Religion.GetPriestTitle]s from [clergyman_temple_target.GetName] arrived at your court. The cynical [Root.Religion.GetPriestTitle] introduced [recruited_physician_target.GetHerselfHimself] as [recruited_physician_target.GetFirstNameWithNick] and expressed a wish to serve you. Although, seeing as this individual is shunned by the rest of the [Root.Religion.GetPriestTitle]s the religious authorities are unlikely to approve...;Un certain temps après que vous ayez annoncé chercher un physicien pour votre Cour, un [Root.Religion.GetPriestTitle] de [clergyman_temple_target.GetName] est arrivé à votre Cour. Avec un certain cynisme, [recruited_physician_target.GetSheHe] se nomme [recruited_physician_target.GetHerselfHimself]-même [recruited_physician_target.GetFirstNameWithNick] et a exprimé le souhait de vous servir. Cependant, cette personne est évitée par les autres [Root.Religion.GetPriestTitle]s, et les autorités religieuses n'approuveraient pas une telle décision...;Einige Zeit nach Eurem Aufruf zur Suche eines Hofarztes erscheint ein(e) [Root.Religion.GetPriestTitle] von [clergyman_temple_target.GetName] an Eurem Hof. Diese zynische Person stellte sich als [recruited_physician_target.GetFirstNameWithNick] vor und tat den Wunsch kund, Euch zu dienen. Da diese Person jedoch von den übrigen Angehörigen ihres Glaubens gemieden wird, werden die religiösen Autoritäten dieser Anstellung sicherlich keinen Segen erteilen.;;Al poco de haber hecho saber que buscas contratar un médico para la corte, uno/a de los/as [Root.Religion.GetPriestTitle]s de [clergyman_temple_target.GetName] llega a tu corte. El/La cínico/a [Root.Religion.GetPriestTitle] se presenta [recruited_physician_target.GetHerselfHimself] como [recruited_physician_target.GetFullName] y expresa su deseo de servirte. Sin embargo, viendo que este individuo es rechazado por el resto de los/as [Root.Religion.GetPriestTitle]s, es improbable que las autoridades religiosas lo aprueben...;;;;;;;;;x
